PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Ass. Imp	Prev. Ass. Land	Prev. Ass. Tot	Prev. App. Imp	Prev. App. Land	Prev. App. Tot	
955	169 DORCHESTER RD	409/  11/  /  / 	  3566/0834	$216,000	$216,000	0.6	1010	SINGLE FAM MDL01	LCD	1	2021	$91,100	$124,900	$216,000	$0	11/21/2008	$100	01/18/1965	$78,700	$94,100	$172,800	$78,700	$94,100	$172,800	20:15:31	636
958	171 DORCHESTER RD	409/  12/  1000/  / 	  3894/0396	$420,200	$420,200	0.45	1010	SINGLE FAM MDL01	LCD	1	2021	$311,600	$108,600	$420,200	$390,000	06/26/2012	$160,000	04/30/2010	$254,000	$114,300	$368,300	$254,000	$114,300	$368,300	20:15:32	637
782	37+51 PINNACLE RD	407/  96/  1100/  / 	  2144/0358	$1,116,800	$1,232,100	43.10	1060	AC LND IMP	RD	2	2021	$831,100	$401,000	$1,232,100	$177,000	06/05/1995	$158,000	01/16/1986	$760,400	$308,000	$1,068,400	$760,400	$412,300	$1,172,700	20:15:33	638
783	45 PINNACLE RD	407/  96/  1200/  / 	  2173/0155	$246,900	$246,900	3.1	1010	SINGLE FAM MDL01	RD	1	2021	$94,200	$152,700	$246,900	$130,000	12/13/1995	$125,048	07/01/1992	$117,400	$106,300	$223,700	$117,400	$106,300	$223,700	20:15:34	639
784	39 PINNACLE RD	407/  96/  2000/  / 	  4173/ 290	$160,600	$160,600	5.59	1060	AC LND IMP	RD	1	2021	$11,200	$149,400	$160,600	$200,000	11/18/2015	$280,000	09/20/1993	$10,400	$140,300	$150,700	$10,400	$140,300	$150,700	20:15:34	640
786	63 PINNACLE RD	407/  98/  /  / 	  2612/0104	$724,200	$867,100	22.00	1010	SINGLE FAM MDL01		2	2021	$484,200	$382,900	$867,100	$2,666	12/14/2001	$170,000	08/22/1988	$419,400	$311,500	$730,900	$419,400	$379,600	$799,000	20:15:35	641
788	75 PINNACLE RD	407/  100/  /  / 	  4306/0019	$292,600	$292,600	5.1	1010	SINGLE FAM MDL01	RD	1	2021	$136,300	$156,300	$292,600	$170,000	08/20/2017	$272,533	10/18/2016	$95,300	$122,000	$217,300	$95,300	$122,000	$217,300	20:15:36	642
789	83 PINNACLE RD	407/  101/  /  / 	  4397/0481	$404,100	$496,200	10.73	1010	SINGLE FAM MDL01	RD	1	2021	$273,500	$222,700	$496,200	$425,000	10/26/2018	$84,900	04/16/1986	$194,500	$102,000	$296,500	$194,500	$185,600	$380,100	20:15:37	643
792	91 PINNACLE RD	407/  102/  1000/  / 	  4172/ 338	$594,300	$594,300	6.97	1010	SINGLE FAM MDL01	RD	1	2021	$413,000	$181,300	$594,300	$0	11/16/2015	$498,000	04/30/2014	$408,600	$137,100	$545,700	$408,600	$137,100	$545,700	20:15:38	644
793	109 PINNACLE RD	407/  102/  2000/  / 	002738/0560	$2,800	$268,100	37.78	6503	FARM-3	RD	1	2021	$0	$268,100	$268,100	$112,533	10/31/2002	$135,800	08/18/1986	$0	$2,800	$2,800	$0	$222,500	$222,500	20:15:39	645
363	5 SLOAN LN	402/  65/  /  / 	  4298/0564	$519,100	$519,100	0.66	1010	SINGLE FAM MDL01	RD	1	2021	$391,000	$128,100	$519,100	$497,266	07/18/2017	$214,000	03/03/2009	$314,800	$108,300	$423,100	$314,800	$108,300	$423,100	20:15:40	646
364	7 SLOAN LN	402/  66/  /  / 	  1149/0325	$212,700	$212,700	0.33	1010	SINGLE FAM MDL01	RD	1	2021	$114,400	$98,300	$212,700	$0				$83,300	$72,900	$156,200	$83,300	$72,900	$156,200	20:15:41	647
365	19 SLOAN LN	402/  67/  /  / 	  2294/0557	$802,300	$1,047,800	48.48	1090	MULTI HSES	RD	2	2021	$544,900	$502,900	$1,047,800	$0	01/16/1998	$225,000	06/05/1981	$538,500	$204,500	$743,000	$538,500	$426,400	$964,900	20:15:42	648
368	8 SLOAN LN	402/  70/  /  / 	  3529/0108	$354,600	$354,600	0.51	1010	SINGLE FAM MDL01	RD	1	2021	$242,900	$111,700	$354,600	$357,666	06/18/2008	$340,000	05/15/2002	$238,100	$102,400	$340,500	$238,100	$102,400	$340,500	20:15:43	649
369	264 RIVER RD	402/  71/  /  / 	  2238/0380	$718,000	$923,000	45.73	1010	SINGLE FAM MDL01	RD	1	2021	$477,100	$445,900	$923,000	$90,000	02/04/1997			$450,900	$244,500	$695,400	$450,900	$417,800	$868,700	20:15:44	650
370	240 RIVER RD	402/  72/  /  / 	  2364/0244	$312,000	$312,000	58	9200	NON PROFIT  MDL-00	RD	1	2021	$0	$312,000	$312,000	$175,000	09/23/1998	$4,000	11/11/1996	$0	$255,600	$255,600	$0	$255,600	$255,600	20:15:45	651
371	234 RIVER RD	402/  73/  /  / 	  4375/0574	$509,100	$509,100	2.18	1010	SINGLE FAM MDL01	RD	1	2021	$342,300	$166,800	$509,100	$515,000	07/19/2018	$480,000	12/07/2015	$323,100	$154,400	$477,500	$323,100	$154,400	$477,500	20:15:46	652
372	228 RIVER RD	402/  74/  1000/  / 	  4290/0633	$428,600	$428,600	9.8	1010	SINGLE FAM MDL01	RD	1	2021	$219,900	$208,700	$428,600	$0	06/15/2017	$407,000	10/15/2009	$209,400	$199,900	$409,300	$209,400	$199,900	$409,300	20:15:47	653
375	202 RIVER RD	402/  77/  /  / 	  4508/ 207	$303,100	$303,100	7.06	1300	RES ACLNDV	RD	1	2021	$0	$303,100	$303,100	$349,000	03/27/2020	$100,000	08/10/2006	$0	$156,600	$156,600	$0	$156,600	$156,600	20:15:48	654
376	192 RIVER RD	402/  78/  /  / 	  2998/0599	$551,200	$714,100	50.5	1010	SINGLE FAM MDL01	RD	1	2021	$387,900	$326,200	$714,100	$0	05/06/2004			$330,500	$144,100	$474,600	$330,500	$292,100	$622,600	20:15:49	655
966	185 DORCHESTER RD	409/  19/  /  / 	  3662/0521	$542,200	$542,200	0.87	1010	SINGLE FAM MDL01	LCD	1	2021	$376,200	$166,000	$542,200	$0	11/12/2009	$261,500	07/14/1997	$330,800	$144,000	$474,800	$330,800	$144,000	$474,800	20:15:49	656
967	187 DORCHESTER RD	409/  20/  /  / 	  3925/0175	$640,600	$640,600	1.5	1010	SINGLE FAM MDL01	LCD	1	2021	$467,700	$172,900	$640,600	$173,000	10/18/2012			$438,500	$152,000	$590,500	$438,500	$152,000	$590,500	20:15:50	657
968	11 ACORN HILL RD	409/  21/  /  / 	  4027/0679	$369,900	$510,200	27	1010	SINGLE FAM MDL01	RD	1	2021	$207,300	$302,900	$510,200	$0	11/26/2013	$132,000	11/12/2008	$168,400	$126,100	$294,500	$168,400	$253,200	$421,600	20:15:51	658
971	22 POUT POND LN	409/  24/  /  / 	  4647/ 864	$380,500	$380,500	6.9	1010	SINGLE FAM MDL01	RD	1	2021	$207,900	$172,600	$380,500	$525,000	06/08/2021	$345,000	01/12/2011	$191,500	$136,900	$328,400	$191,500	$136,900	$328,400	20:15:52	659
972	38 ACORN HILL RD	409/  25/  /  / 	  1737/0625	$1,600	$158,100	12.5	6135	WPUNR-5	RD	1	2021	$0	$158,100	$158,100	$4,000	05/15/1970			$0	$1,600	$1,600	$0	$122,200	$122,200	20:15:53	660
973	34 ACORN HILL RD	409/  26/  /  / 	  1729/ 945	$397,100	$397,100	2.9	1010	SINGLE FAM MDL01	RD	1	2021	$245,500	$151,600	$397,100	$19,200	03/24/1988			$246,700	$116,700	$363,400	$246,700	$116,700	$363,400	20:15:54	661
974	26 ACORN HILL RD	409/  27/  /  / 	  4522/ 862	$644,500	$729,100	17.8	1010	SINGLE FAM MDL01	RD	1	2021	$463,100	$266,000	$729,100	$735,000	05/27/2020	$650,000	03/04/2015	$395,700	$183,300	$579,000	$395,700	$260,100	$655,800	20:15:55	662
975	28 ACORN HILL RD	409/  28/  /  / 	  4299/0778	$900	$221,300	19.9	6324	OTUN-4	RD	1	2021	$0	$221,300	$221,300	$0	07/25/2017	$150,000	09/29/1997	$0	$900	$900	$0	$202,400	$202,400	20:15:56	663
976	20 ACORN HILL RD	409/  29/  /  / 	  4164/ 283	$474,500	$474,500	9.8	1010	SINGLE FAM MDL01	RD	1	2021	$262,700	$211,800	$474,500	$0	10/08/2015	$80,000	07/29/1994	$198,300	$167,700	$366,000	$198,300	$167,700	$366,000	20:15:56	664
979	197 DORCHESTER RD	409/  32/  /  / 	  3130/0854	$225,000	$225,000	1.4	1010	SINGLE FAM MDL01	RD	1	2021	$94,700	$130,300	$225,000	$0	03/14/2005			$87,600	$98,700	$186,300	$87,600	$98,700	$186,300	20:15:57	665
981	201 DORCHESTER RD	409/  34/  /  / 	  3664/0756	$399,800	$399,800	1.1	1010	SINGLE FAM MDL01		1	2021	$270,900	$128,900	$399,800	$339,500	11/23/2009	$310,000	02/21/2008	$226,600	$97,500	$324,100	$226,600	$97,500	$324,100	20:15:58	666
982	215 DORCHESTER RD	409/  35/  /  / 	  3228/0159	$249,400	$249,400	3.2	1010	SINGLE FAM MDL01	RD	1	2021	$112,400	$137,000	$249,400	$0	12/07/2005			$72,500	$104,800	$177,300	$72,500	$104,800	$177,300	20:15:59	667
984	227 DORCHESTER RD	409/  37/  /  / 	 	$209,100	$209,100	2	1010	SINGLE FAM MDL01	RD	1	2021	$90,800	$118,300	$209,100	$0				$78,500	$90,100	$168,600	$78,500	$90,100	$168,600	20:16:00	668
986	1 FLINT HILL RD	409/  39/  /  / 	  3419/0258	$246,600	$246,600	1.7	1010	SINGLE FAM MDL01	RD	1	2021	$107,000	$139,600	$246,600	$0	06/19/2007	$88,500	10/03/1994	$122,600	$96,500	$219,100	$122,600	$96,500	$219,100	20:16:01	669
987	232 DORCHESTER RD	409/  40/  /  / 	  4358/0113	$422,900	$670,300	80.7	1010	SINGLE FAM MDL01	RD	1	2021	$258,800	$411,500	$670,300	$0	05/04/2018	$150,000	07/29/1996	$231,400	$117,700	$349,100	$231,400	$341,500	$572,900	20:16:02	670
990	224 DORCHESTER RD	409/  43/  /  / 	  3101/0786	$5,200	$16,100	10.9	1320	RES ACLNUD	MFD	1	2021	$4,100	$12,000	$16,100	$14,000	01/26/2005			$3,800	$1,100	$4,900	$3,800	$10,900	$14,700	20:16:02	671
991	228 DORCHESTER RD	409/  44/  /  / 	  1034/0242	$208,800	$208,800	1.56	1010	SINGLE FAM MDL01	RD	1	2021	$77,800	$131,000	$208,800	$0				$73,200	$99,300	$172,500	$73,200	$99,300	$172,500	20:16:03	672
992	216 DORCHESTER RD	409/  45/  /  / 	  3848/0046	$13,500	$680,300	207.89	6135	WPUNR-5	RD	1	2021	$0	$680,300	$680,300	$0	12/30/2011	$600,000	03/01/2006	$0	$13,500	$13,500	$0	$599,100	$599,100	20:16:04	673
993	202 DORCHESTER RD	409/  46/  /  / 	  3971/0540	$346,600	$346,600	2.69	1010	SINGLE FAM MDL01	RD	1	2021	$210,700	$135,900	$346,600	$0	04/18/2014			$194,900	$99,100	$294,000	$194,900	$99,100	$294,000	20:16:05	674
994	196 DORCHESTER RD	409/  47/  /  / 	  4101/ 262	$316,300	$316,300	5.1	1010	SINGLE FAM MDL01	RD	1	2021	$145,200	$171,100	$316,300	$0	11/10/2014	$42,500	07/16/1997	$121,500	$122,900	$244,400	$121,500	$122,900	$244,400	20:16:06	675
995	188 DORCHESTER RD	409/  48/  /  / 	  3762/0274	$255,300	$255,300	0.54	1010	SINGLE FAM MDL01	LCD	1	2021	$165,900	$89,400	$255,300	$143,000	12/27/2010	$65,048	06/03/1992	$111,000	$49,900	$160,900	$111,000	$49,900	$160,900	20:16:06	676
996	182 DORCHESTER RD	409/  49/  /  / 	  1824/  73	$522,800	$522,800	2.1	0101	Single Fam	LCD	1	2021	$336,100	$186,700	$522,800	$225,053	09/22/1989	$125,000	06/03/1987	$310,800	$163,900	$474,700	$310,800	$163,900	$474,700	20:16:07	677
997	180 DORCHESTER RD	409/  50/  /  / 	  4419/0308	$373,200	$373,200	1.1	1010	SINGLE FAM MDL01	LCD	1	2021	$212,500	$160,700	$373,200	$0	03/04/2019	$400,000	08/20/2018	$208,500	$141,500	$350,000	$208,500	$141,500	$350,000	20:16:08	678
998	11 BAKER HILL RD	409/  51/  /  / 	  2157/0881	$654,800	$822,100	32.01	1010	SINGLE FAM MDL01	RD	1	2021	$442,600	$379,500	$822,100	$230,000	09/06/1995			$435,600	$162,900	$598,500	$435,600	$314,800	$750,400	20:16:09	679
1002	59 BAKER HILL RD	409/  53/  1000/  / 	  3765/0363	$4,800	$141,700	58	6225	HWUN-5	RD	1	2021	$0	$141,700	$141,700	$0	01/08/2011			$0	$4,800	$4,800	$0	$125,300	$125,300	20:16:10	680
1003	57 BAKER HILL RD	409/  53/  2000/  / 	  2612/0667	$346,800	$541,300	30	1010	SINGLE FAM MDL01	RD	1	2021	$179,900	$361,400	$541,300	$305,000	12/12/2001	$4,000	09/13/1996	$198,500	$137,300	$335,800	$198,500	$254,300	$452,800	20:16:11	681
1004	63 BAKER HILL RD	409/  54/  /  / 	  3445/0201	$546,100	$546,100	7.2	1010	SINGLE FAM MDL01	RD	1	2021	$370,900	$175,200	$546,100	$480,000	08/31/2007	$90,000	04/28/1995	$289,200	$166,000	$455,200	$289,200	$166,000	$455,200	20:16:12	682
1005	67 + 69 BAKER HILL RD	409/  55/  /  / 	  1967/0936	$533,100	$533,100	2.2	1090	MULTI HSES	RD	2	2021	$348,300	$184,800	$533,100	$180,000	05/15/1992	$165,000	07/23/1990	$303,600	$124,000	$427,600	$303,600	$124,000	$427,600	20:16:13	683
1006	71 BAKER HILL RD	409/  56/  /  / 	  4212/0375	$271,800	$271,800	0.97	1010	SINGLE FAM MDL01	RD	1	2021	$131,500	$140,300	$271,800	$260,000	06/06/2016	$242,000	08/29/2008	$113,800	$106,500	$220,300	$113,800	$106,500	$220,300	20:16:15	684
1009	95 BAKER HILL RD	409/  57/  /  / 	  3869/0211	$10,800	$366,700	75	6514	FARMR-4	RD	1	2021	$0	$366,700	$366,700	$0	03/19/2012	$325,933	03/21/2005	$0	$10,800	$10,800	$0	$306,500	$306,500	20:16:15	685
102692	62 POUT POND LN	414/  9/  2000/  / 	  4404/0053	$814,200	$873,600	12.2	1010	SINGLE FAM MDL01	RD	1	2021	$645,300	$228,300	$873,600	$0	11/30/2018			$522,900	$148,200	$671,100	$522,900	$201,600	$724,500	20:16:16	686
1015	127 BAKER HILL RD	409/  60/  /  / 	 	$178,600	$178,600	5.1	1010	SINGLE FAM MDL01	RD	1	2021	$56,500	$122,100	$178,600	$0				$49,200	$95,200	$144,400	$49,200	$95,200	$144,400	20:16:17	687
1016	124 BAKER HILL RD	409/  61/  /  / 	 	$277,700	$277,700	2	1010	SINGLE FAM MDL01	RD	1	2021	$122,600	$155,100	$277,700	$0				$111,500	$118,800	$230,300	$111,500	$118,800	$230,300	20:16:18	688
1018	25 ISAAC PERKINS RD	409/  63/  /  / 	  3820/0308	$138,000	$235,200	12.11	1010	SINGLE FAM MDL01	RD	1	2021	$43,400	$191,800	$235,200	$383,000	09/09/2011			$39,600	$81,900	$121,500	$39,600	$161,500	$201,100	20:16:19	689
1020	47 ISAAC PERKINS RD	409/  65/  /  / 	 	$250,200	$250,200	4.1	1010	SINGLE FAM MDL01	RD	1	2021	$81,200	$169,000	$250,200	$0				$102,200	$131,400	$233,600	$102,200	$131,400	$233,600	20:16:20	690
1023	54 ISAAC PERKINS RD	409/  68/  /  / 	  4596/ 706	$356,200	$356,200	5.9	1040	TWO FAMILY	RD	1	2021	$160,500	$195,700	$356,200	$0	01/25/2021			$139,700	$158,800	$298,500	$139,700	$158,800	$298,500	20:16:20	691
1024	48 ISAAC PERKINS RD	409/  69/  /  / 	 	$291,300	$291,300	2.1	1010	SINGLE FAM MDL01	RD	1	2021	$142,900	$148,400	$291,300	$0				$121,200	$102,400	$223,600	$121,200	$102,400	$223,600	20:16:22	692
1025	40 ISAAC PERKINS RD	409/  70/  /  / 	  3244/0204	$479,500	$479,500	9.1	1010	SINGLE FAM MDL01	RD	1	2021	$277,500	$202,000	$479,500	$0	01/26/2006			$201,800	$189,300	$391,100	$201,800	$189,300	$391,100	20:16:22	693
1026	34 ISAAC PERKINS RD	409/  71/  /  / 	  3820/0308	$437,500	$526,200	16.9	1010	SINGLE FAM MDL01	RD	1	2021	$261,400	$264,800	$526,200	$383,000	09/09/2011			$248,000	$138,200	$386,200	$248,000	$218,500	$466,500	20:16:23	694
1027	160 EAST ST	409/  72/  /  / 	  4519/ 348	$19,100	$401,100	241	6224	HWUN-4	RD	1	2021	$0	$401,100	$401,100	$248,300	05/14/2020			$0	$19,100	$19,100	$0	$354,800	$354,800	20:16:24	695
1028	65 ALDEN LN	409/  73/  /  / 	  3964/0537	$12,200	$12,200	6	1320	RES ACLNUD	RD	1	2021	$0	$12,200	$12,200	$10,000	03/22/2013			$0	$10,500	$10,500	$0	$10,500	$10,500	20:16:25	696
1030	16 ISAAC PERKINS RD	409/  75/  /  / 	  4530/ 297	$633,200	$723,000	13	1010	SINGLE FAM MDL01	RD	1	2021	$368,900	$354,100	$723,000	$792,500	06/24/2020	$720,000	09/18/2017	$320,700	$229,000	$549,700	$320,700	$310,300	$631,000	20:16:26	697
1031	10 ISAAC PERKINS-1 ALDEN  RD	409/  76/  /  / 	  1303/0368	$286,700	$321,700	11.8	1010	SINGLE FAM MDL01	RD	1	2021	$145,000	$176,700	$321,700	$800	02/21/1977	$1,800	03/09/1975	$114,500	$113,400	$227,900	$114,500	$145,200	$259,700	20:16:27	698
1033	60 BAKER HILL RD	409/  78/  /  / 	  1411/0076	$477,700	$605,100	32.5	1010	SINGLE FAM MDL01	RD	1	2021	$298,200	$306,900	$605,100	$0	11/26/1980	$22,000	07/29/1977	$229,300	$139,800	$369,100	$229,300	$255,300	$484,600	20:16:28	699
1034	62 BAKER HILL RD	409/  79/  /  / 	  3560/0357	$33,700	$121,000	37	1060	AC LND IMP	RD	1	2021	$17,100	$103,900	$121,000	$75,000	10/24/2008			$15,300	$13,100	$28,400	$15,300	$92,400	$107,700	20:16:28	700
1035	56 BAKER HILL RD	409/  80/  /  / 	  3465/0963	$414,200	$414,200	5.37	1010	SINGLE FAM MDL01	RD	1	2021	$162,400	$251,800	$414,200	$0	11/06/2007	$172,000	05/14/1997	$140,800	$195,200	$336,000	$140,800	$195,200	$336,000	20:16:30	701
1037	48 BAKER HILL RD	409/  82/  /  / 	  1098/ 353	$279,800	$279,800	10.5	1010	SINGLE FAM MDL01	RD	1	2021	$53,700	$226,100	$279,800	$0				$29,400	$226,000	$255,400	$29,400	$226,000	$255,400	20:16:31	702
1039	12 BAKER HILL RD	409/  84/  /  / 	  4612/ 972	$113,300	$422,400	81.21	1300	RES ACLNDV	RD	1	2021	$0	$422,400	$422,400	$400,000	03/19/2021	$687,000	09/12/2006	$0	$108,100	$108,100	$0	$407,700	$407,700	20:16:32	703
1040	2 BAKER HILL RD	409/  85/  /  / 	  2353/0323	$498,800	$498,800	0.53	1010	SINGLE FAM MDL01	LCD	1	2021	$355,700	$143,100	$498,800	$4,000	10/06/1998	$185,000	06/29/1988	$332,600	$144,300	$476,900	$332,600	$144,300	$476,900	20:16:33	704
1041	176 DORCHESTER RD	409/  86/  /  / 	  3198/0479	$496,300	$496,300	0.67	1010	SINGLE FAM MDL01	LCD	1	2021	$348,600	$147,700	$496,300	$453,000	09/28/2005	$4,000	06/07/1997	$301,900	$152,300	$454,200	$301,900	$152,300	$454,200	20:16:34	705
1042	168 DORCHESTER RD	409/  87/  /  / 	  3726/0303	$398,600	$398,600	0.71	1010	SINGLE FAM MDL01		1	2021	$245,800	$152,800	$398,600	$340,000	08/27/2010	$303,000	07/19/2001	$228,600	$139,800	$368,400	$228,600	$139,800	$368,400	20:16:34	706
1043	166 DORCHESTER RD	409/  88/  /  / 	  2123/0335	$226,100	$226,100	0.22	1010	SINGLE FAM MDL01	LCD	1	2021	$125,600	$100,500	$226,100	$20,000	12/19/1994			$122,000	$80,700	$202,700	$122,000	$80,700	$202,700	20:16:35	707
1045	162 DORCHESTER RD	409/  90/  /  / 	  1769/ 690	$173,600	$173,600	0.48	1010	SINGLE FAM MDL01	LCD	1	2021	$68,200	$105,400	$173,600	$0	10/05/1995	$37,400	10/13/1988	$65,600	$96,400	$162,000	$65,600	$96,400	$162,000	20:16:36	708
1048	130 DORCHESTER RD	409/  93/  /  / 	  1298/0865	$4,400	$4,400	0.34	9010	STATE NH	RD	1	2021	$0	$4,400	$4,400	$0				$0	$4,100	$4,100	$0	$4,100	$4,100	20:16:38	709
1423	1 LAMBERT RG	419/  1/  /  / 	 	$342,200	$342,200	777.62	9000	US GOVT	MFD	1	2021	$0	$342,200	$342,200	$0				$0	$311,000	$311,000	$0	$311,000	$311,000	20:16:39	710
1435	7 LAMBERT RG	419/  7/  /  / 	003095/0137	$88,300	$88,300	114.7	9000	US GOVT	MFD	1	2021	$0	$88,300	$88,300	$47,950	12/16/2004	$33,533	04/01/2004	$0	$80,300	$80,300	$0	$80,300	$80,300	20:16:40	711
1436	8 LAMBERT RG	419/  8/  /  / 	  3102/0731	$57,100	$57,100	64.85	9000	US GOVT	MFD	1	2021	$0	$57,100	$57,100	$27,000	01/15/2005	$5,000	04/10/1987	$0	$51,900	$51,900	$0	$51,900	$51,900	20:16:41	712
1437	545 DORCHESTER RD	419/  9/  /  / 	  2256/0048	$183,500	$183,500	89	9000	US GOVT	MFD	1	2021	$0	$183,500	$183,500	$25,000	06/17/1997			$0	$166,900	$166,900	$0	$166,900	$166,900	20:16:42	713
1438	509 DORCHESTER RD	420/  1/  /  / 	  2256/0067	$177,200	$177,200	63	9000	US GOVT	ELD	1	2021	$0	$177,200	$177,200	$0	01/06/1997	$4,000	06/04/1996	$0	$159,300	$159,300	$0	$159,300	$159,300	20:16:42	714
1439	511 DORCHESTER RD	420/  2/  /  / 	  3095/0137	$85,000	$85,000	110.35	9000	US GOVT	MFD	1	2021	$0	$85,000	$85,000	$47,950	12/16/2004	$1,770	12/10/1998	$0	$77,200	$77,200	$0	$77,200	$77,200	20:16:43	715
1440	535 DORCHESTER RD	420/  3/  /  / 	  2121/0393	$404,400	$404,400	919	9000	US GOVT	MFD	1	2021	$0	$404,400	$404,400	$2,000	12/02/1994	$454,095	01/15/1993	$0	$367,600	$367,600	$0	$367,600	$367,600	20:16:44	716
1441	525 DORCHESTER RD	420/  4/  /  / 	  3601/0644	$7,500	$7,500	6.8	9000	US GOVT	MFD	1	2021	$0	$7,500	$7,500	$38,000	04/22/2009			$0	$6,800	$6,800	$0	$6,800	$6,800	20:16:45	717
1442	517 DORCHESTER RD (BEALE CEM	420/  5/  /  / 	 	$10,900	$10,900	0.57	9035	TOWN-PROP	ELD	1	2021	$0	$10,900	$10,900	$0				$0	$9,200	$9,200	$0	$9,200	$9,200	20:16:46	718
1443	539 DORCHESTER RD	420/  6/  /  / 	  2256/0875	$5,900	$589,400	124	6215	HWMR-5	ELD	1	2021	$0	$589,400	$589,400	$3,996,000	06/20/1997			$0	$5,900	$5,900	$0	$512,400	$512,400	20:16:47	719
1446	581 DORCHESTER RD	420/  7/  1000/  / 	  3479/0620	$11,000	$630,500	243	6104	WPM-4	ELD	1	2021	$0	$630,500	$630,500	$190,000	12/27/2007	$250,000	10/18/1988	$0	$11,000	$11,000	$0	$595,200	$595,200	20:16:47	720
1447	601 DORCHESTER RD	420/  7/  2000/  / 	  4307/0326	$2,700	$270,000	40.2	1060	AC LND IMP	ELD	1	2021	$200	$269,800	$270,000	$215,000	08/28/2017	$85,048	11/15/1990	$200	$2,500	$2,700	$200	$230,100	$230,300	20:16:49	721
1449	623 DORCHESTER RD	420/  9/  /  / 	  4533/ 326	$335,600	$335,600	0.87	1013	SFR WATER  MDL-01	ELD	1	2021	$60,700	$274,900	$335,600	$333,000	07/02/2020	$2,000	08/14/1958	$79,000	$179,900	$258,900	$79,000	$179,900	$258,900	20:16:49	722
1450	625 DORCHESTER RD	420/  10/  /  / 	  4023/ 0683	$92,100	$92,100	0.62	1060	AC LND IMP	ELD	1	2021	$18,900	$73,200	$92,100	$0	11/06/2013	$9,500	10/14/1981	$16,600	$64,000	$80,600	$16,600	$64,000	$80,600	20:16:50	723
1451	629 DORCHESTER RD	420/  11/  /  / 	  4023/0682	$254,600	$254,600	0.17	1013	SFR WATER  MDL-01	ELD	1	2021	$109,100	$145,500	$254,600	$0	11/06/2013	$20,000	07/28/1978	$86,700	$118,800	$205,500	$86,700	$118,800	$205,500	20:16:51	724
1455	638 DORCHESTER RD	420/  15/  /  / 	  2974/0984	$450,100	$450,100	1.00	1013	SFR WATER  MDL-01	ELD	1	2021	$219,200	$230,900	$450,100	$0	04/02/2004	$285,000	07/19/2002	$208,300	$142,200	$350,500	$208,300	$142,200	$350,500	20:16:52	725
1456	634 DORCHESTER RD	420/  16/  /  / 	  4129/0469	$208,500	$208,500	0.88	1013	SFR WATER  MDL-01	ELD	1	2021	$34,800	$173,700	$208,500	$130,000	05/21/2015	$2,666	08/09/2001	$27,700	$110,900	$138,600	$27,700	$110,900	$138,600	20:16:54	726
1457	632 DORCHESTER RD	420/  17/  /  / 	  1930/0145	$281,100	$281,100	2.06	1013	SFR WATER  MDL-01	ELD	1	2021	$122,000	$159,100	$281,100	$155,048	08/30/1991	$100	01/06/1977	$123,200	$132,400	$255,600	$123,200	$132,400	$255,600	20:16:55	727
101224	289 GOOSE POND RD	411/  1/  /  / 	  4196/0669	$658,900	$734,100	17.27	1080	SFR/ACC UNIT	RD	1	2021	$484,500	$249,600	$734,100	$0	04/01/2016	$195,533	11/10/2003	$389,900	$158,900	$548,800	$389,900	$227,100	$617,000	20:16:55	728
101242	34 POUT POND LN	409/  23/  2000/  / 	  3991/0207	$909,300	$909,300	8.08	1010	SINGLE FAM MDL01	RD	1	2021	$660,000	$249,300	$909,300	$740,000	06/27/2013	$112,533	05/02/2001	$533,100	$220,700	$753,800	$533,100	$220,700	$753,800	20:16:56	729
1464	552 DORCHESTER RD	420/  24/  /  / 	O-2000/  61	$1,300	$138,700	33	6232	HWUNR-2	MFD	1	2021	$0	$138,700	$138,700	$0	10/27/2000			$0	$1,300	$1,300	$0	$113,000	$113,000	20:16:57	730
1466	550 DORCHESTER RD	420/  26/  /  / 	  0406/0167	$3,600	$368,800	79	6335	OTUNR-5	ELD	1	2021	$0	$368,800	$368,800	$0				$0	$3,600	$3,600	$0	$315,900	$315,900	20:16:58	731
1468	500 DORCHESTER RD	420/  28/  /  / 	  2318/ 676	$538,300	$647,600	30.5	1040	TWO FAMILY	ELD	1	2021	$280,800	$366,800	$647,600	$20,000	05/29/1998	$4,000	06/04/1997	$232,700	$186,000	$418,700	$232,700	$285,200	$517,900	20:17:01	732
888	18 HORTON LN	408/  47/  2000/  / 	  3876/0442	$800	$160,200	12.7	6124	WPUN-4	RD	1	2021	$0	$160,200	$160,200	$0	04/26/2012	$185,000	12/02/2003	$0	$800	$800	$0	$163,200	$163,200	20:17:02	733
891	129 FRANKLIN HILL RD	408/  48/  2000/  / 	  4621/ 264	$516,800	$596,500	12.75	1010	SINGLE FAM MDL01	RD	1	2021	$403,600	$192,900	$596,500	$617,000	04/15/2021	$525,000	03/14/2013	$334,900	$113,000	$447,900	$334,900	$178,600	$513,500	20:17:03	734
892	145 FRANKLIN HILL RD	408/  48/  1000/  / 	  4585/ 612	$155,100	$554,000	44.4	6515	FARMR-5	RD	1	2021	$0	$554,000	$554,000	$600,000	12/16/2020	$100	06/10/1974	$0	$5,100	$5,100	$0	$310,700	$310,700	20:17:04	735
