PID	Street Address	MBLU	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Year	Improvements	Land	Total	
1448	615 DORCHESTER RD	420/  8/  /  / 	$142,000	$241,500	15.1	1300	RES ACLNDV	ELD	1	2016	$0	$241,500	$241,500	10:27:38	989
100264	80 NORTH THETFORD RD	404/  51/  /  / 	$400	$185,900	11.46	6334	OTUNR-4	RD	1	2016	$0	$185,900	$185,900	10:27:39	990
100583	95 DARTMOUTH COLLEGE HY #1234	401/  55/  123/  / 	$1,690,400	$1,690,400	0.00	904C	PRI SCHOOL  MDL-94	BD	4	2016	$1,690,400	$0	$1,690,400	10:27:42	991
101162	15 MAIN ST	201/  77/  E/  / 	$487,300	$487,300	0.80	0912	HISTORICAL/APT	LCD	1	2016	$234,200	$253,100	$487,300	10:27:44	992
1070	168 BAKER HILL RD	410/  11/  /  / 	$183,100	$183,100	9.2	1030	MOBILE HOM  MDL-02	RD	1	2016	$48,800	$134,300	$183,100	10:27:47	993
1075	Problem loading parcel PID 1075
1077	44 BAILEY HILL LN	410/  33/  2000/  / 	$30,700	$909,100	525	6234	HWUNR-4	RD	1	2016	$0	$909,100	$909,100	10:27:52	995
1078	99 BEAR HILL LN	410/  15/  /  / 	$248,800	$248,800	6.2	1010	SINGLE FAM MDL01	RD	1	2016	$166,600	$82,200	$248,800	10:27:54	996
1081	103 BEAR HILL LN	410/  18/  /  / 	$100	$63,500	0.94	6133	WPUNR-3	RD	1	2016	$0	$63,500	$63,500	10:27:55	997
1082	107 BEAR HILL LN	410/  19/  /  / 	$121,600	$121,600	0.91	1010	SINGLE FAM MDL01	RD	1	2016	$49,500	$72,100	$121,600	10:27:58	998
1083	111 BEAR HILL LN	410/  20/  /  / 	$3,900	$491,600	116	6333	OTUNR-3	RD	1	2016	$0	$491,600	$491,600	10:27:59	999
1084	102 BEAR HILL LN	410/  21/  /  / 	$100	$23,200	0.63	6133	WPUNR-3	RD	1	2016	$0	$23,200	$23,200	10:28:00	1000
1085	38 BAILEY HILL LN	410/  22/  /  / 	$1,300	$108,100	13.28	6124	WPUN-4	RD	1	2016	$0	$108,100	$108,100	10:28:04	1001
1087	24 BAILEY HILL LN	410/  24/  /  / 	$68,100	$68,100	8	1300	RES ACLNDV	RD	1	2016	$0	$68,100	$68,100	10:28:06	1002
1091	205 BAKER HILL RD	410/  28/  /  / 	$176,000	$176,000	1.93	1010	SINGLE FAM MDL01	RD	1	2016	$76,500	$99,500	$176,000	10:28:08	1003
1092	215 BAKER HILL RD	410/  29/  /  / 	$434,500	$434,500	4.06	1010	SINGLE FAM MDL01	RD	1	2016	$308,900	$125,600	$434,500	10:28:12	1004
1093	7 CLAFLIN LN	410/  30/  /  / 	$113,400	$113,400	7.89	1300	RES ACLNDV	RD	1	2016	$0	$113,400	$113,400	10:28:16	1005
1094	15 CLAFLIN LN	410/  31/  /  / 	$347,500	$347,500	17.7	1010	SINGLE FAM MDL01	RD	1	2016	$161,200	$186,300	$347,500	10:28:19	1006
1096	42 CLAFLIN LN	410/  33/  1000/  / 	$1,486,100	$1,818,600	77.52	1090	MULTI HSES	RD	3	2016	$1,186,300	$632,300	$1,818,600	10:28:21	1007
1098	25 PICO RD	410/  35/  /  / 	$1,800	$184,200	26	6236	HWUNR-6	RD	1	2016	$0	$184,200	$184,200	10:28:23	1008
1102	65 PICO RD	410/  39/  /  / 	$172,200	$172,200	2.44	1010	SINGLE FAM MDL01	RD	1	2016	$79,300	$92,900	$172,200	10:28:27	1009
1104	7 BLISS LN	410/  41/  /  / 	$683,600	$899,600	40.83	1010	SINGLE FAM MDL01	RD	1	2016	$527,000	$372,600	$899,600	10:28:29	1010
1105	31 BLISS LN	410/  42/  /  / 	$664,500	$880,800	42.00	1010	SINGLE FAM MDL01	RD	1	2016	$498,600	$382,200	$880,800	10:28:30	1011
692	13 NORTH THETFORD RD	407/  32/  /  / 	$668,200	$668,200	3.72	1090	MULTI HSES	RD	2	2016	$516,900	$151,300	$668,200	10:28:33	1012
1109	74 BLISS LN	410/  46/  1000/  / 	$809,600	$1,059,100	54.35	1010	SINGLE FAM MDL01	RD	2	2016	$600,500	$458,600	$1,059,100	10:28:37	1013
694	17 NORTH THETFORD RD	407/  34/  /  / 	$277,700	$277,700	2.03	1010	SINGLE FAM MDL01	RD	1	2016	$163,000	$114,700	$277,700	10:28:39	1014
1111	60 BLISS LN	410/  48/  /  / 	$103,700	$103,700	2.9	1300	RES ACLNDV	RD	1	2016	$0	$103,700	$103,700	10:28:42	1015
1112	54 BLISS LN	410/  49/  /  / 	$296,300	$296,300	3	1010	SINGLE FAM MDL01	RD	1	2016	$161,500	$134,800	$296,300	10:28:45	1016
1113	50 BLISS LN	410/  50/  /  / 	$225,000	$435,900	70.9	1030	MOBILE HOM  MDL-02	RD	1	2016	$46,300	$389,600	$435,900	10:28:49	1017
695	21 NORTH THETFORD RD	407/  35/  /  / 	$296,600	$296,600	7.97	1010	SINGLE FAM MDL01	RD	1	2016	$138,900	$157,700	$296,600	10:28:53	1018
706	30 NORTH THETFORD RD	407/  46/  /  / 	$360,800	$360,800	4.9	1010	SINGLE FAM MDL01	RD	1	2016	$202,400	$158,400	$360,800	10:28:55	1019
960	175 DORCHESTER RD	409/  13/  /  / 	$307,400	$307,400	0.43	0101	Single Fam	LCD	1	2016	$196,300	$111,100	$307,400	10:28:58	1020
961	177 DORCHESTER RD	409/  14/  /  / 	$550,700	$550,700	2.80	906I	CHURCH ETC  MDL-96	LCD	2	2016	$349,400	$201,300	$550,700	10:29:02	1021
964	15 DERBY LN	409/  17/  /  / 	$232,600	$232,600	4.1	1010	SINGLE FAM MDL01	LCD	1	2016	$79,100	$153,500	$232,600	10:29:05	1022
965	183 DORCHESTER RD (LCAB)	409/  18/  /  / 	$648,300	$648,300	1.3	903C	MUNICPAL  MDL-94	LCD	1	2016	$459,700	$188,600	$648,300	10:29:07	1023
1121	305 BAKER HILL RD	410/  58/  /  / 	$298,300	$298,300	1.1	1010	SINGLE FAM MDL01	RD	1	2016	$195,500	$102,800	$298,300	10:29:10	1024
1122	171 GOOSE POND RD	410/  59/  /  / 	$77,400	$77,400	2.9	1030	MOBILE HOM  MDL-02	RD	1	2016	$10,300	$67,100	$77,400	10:29:13	1025
773	21 PINNACLE RD	407/  92/  /  / 	$107,300	$107,300	6.7	1300	RES ACLNDV	RD	1	2016	$0	$107,300	$107,300	10:29:16	1026
774	31 PINNACLE RD	407/  93/  /  / 	$233,400	$233,400	2	1010	SINGLE FAM MDL01	RD	1	2016	$125,900	$107,500	$233,400	10:29:20	1027
775	33 PINNACLE RD	407/  94/  /  / 	$214,900	$214,900	5.3	1010	SINGLE FAM MDL01	RD	1	2016	$91,900	$123,000	$214,900	10:29:22	1028
776	35 PINNACLE RD	407/  95/  /  / 	$501,600	$501,600	4.1	1010	SINGLE FAM MDL01	RD	1	2016	$370,200	$131,400	$501,600	10:29:24	1029
102956	DARTMOUTH COLLEGE HY	401/  53/  2000/  / 	$206,300	$206,300	25	1300	RES ACLNDV	RD	1	2016	$0	$206,300	$206,300	10:29:27	1030
1208	17 FLINT HILL RD	414/  2/  /  / 	$429,700	$429,700	2.1	1010	SINGLE FAM MDL01	RD	1	2016	$288,100	$141,600	$429,700	10:29:29	1031
1209	21 FLINT HILL RD	414/  3/  /  / 	$434,700	$434,700	9	1010	SINGLE FAM MDL01	RD	1	2016	$278,000	$156,700	$434,700	10:29:32	1032
1211	35 POUT POND LN	414/  5/  /  / 	$232,900	$232,900	5.03	1010	SINGLE FAM MDL01	RD	1	2016	$112,900	$120,000	$232,900	10:29:34	1033
1212	39 POUT POND LN	414/  6/  /  / 	$529,900	$529,900	6.4	1010	SINGLE FAM MDL01	RD	1	2016	$369,200	$160,700	$529,900	10:29:36	1034
1213	45 POUT POND LN	414/  7/  /  / 	$554,300	$554,300	3.46	1010	SINGLE FAM MDL01		1	2016	$393,500	$160,800	$554,300	10:29:37	1035
1215	60 POUT POND LN	414/  9/  1000/  / 	$5,000	$331,500	41.9	6134	WPUNR-4	RD	1	2016	$0	$331,500	$331,500	10:29:40	1036
1222	75 FLINT HILL RD	414/  11/  1100/  / 	$471,300	$537,100	12.80	1010	SINGLE FAM MDL01	RD	3	2016	$316,000	$221,100	$537,100	10:29:43	1037
1223	63 FLINT HILL RD	414/  11/  1200/  / 	$7,600	$403,400	90.4	6135	WPUNR-5	RD	1	2016	$0	$403,400	$403,400	10:29:45	1038
1225	91 FLINT HILL RD	414/  12/  /  / 	$363,700	$406,300	12.4	1010	SINGLE FAM MDL01	RD	1	2016	$215,800	$190,500	$406,300	10:29:47	1039
1226	80 POUT POND LN	414/  13/  /  / 	$1,303,800	$1,445,700	43.7	1010	SINGLE FAM MDL01		1	2016	$828,300	$617,400	$1,445,700	10:29:51	1040
1227	39 SMITH MOUNTAIN RD	414/  14/  /  / 	$550,400	$742,200	65	1010	SINGLE FAM MDL01	MFD	1	2016	$404,100	$338,100	$742,200	10:29:54	1041
1228	55 SMITH MOUNTAIN RD	415/  30/  /  / 	$284,100	$443,500	70.1	1010	SINGLE FAM MDL01	RD	1	2016	$139,600	$303,900	$443,500	10:29:55	1042
1230	30 SMITH MOUNTAIN RD	414/  17/  /  / 	$405,900	$536,500	39	1010	SINGLE FAM MDL01	RD	1	2016	$302,600	$233,900	$536,500	10:29:58	1043
1232	12 SMITH MOUNTAIN RD	414/  19/  /  / 	$270,400	$270,400	3.2	1010	SINGLE FAM MDL01	RD	1	2016	$157,000	$113,400	$270,400	10:30:00	1044
1233	99 FLINT HILL RD	414/  20/  /  / 	$443,500	$443,500	4.2	1010	SINGLE FAM MDL01	RD	1	2016	$277,100	$166,400	$443,500	10:30:03	1045
1234	107 FLINT HILL RD	414/  21/  /  / 	$194,300	$194,300	1.26	1010	SINGLE FAM MDL01	RD	1	2016	$100,400	$93,900	$194,300	10:30:07	1046
1236	119 FLINT HILL RD	414/  23/  /  / 	$158,700	$158,700	8.9	1010	SINGLE FAM MDL01	RD	1	2016	$51,800	$106,900	$158,700	10:30:10	1047
1247	74 FLINT HILL RD	414/  26/  1000/  / 	$662,900	$784,400	23.6	1010	SINGLE FAM MDL01	RD	1	2016	$426,000	$358,400	$784,400	10:30:13	1048
1248	66 FLINT HILL RD	414/  26/  2000/  / 	$648,600	$725,000	14.8	1080	SFR/ACC UNIT	RD	1	2016	$431,100	$293,900	$725,000	10:30:17	1049
1249	44 FLINT HILL RD	414/  27/  /  / 	$536,700	$536,700	36.90	906R	CHURCH ETC  MDL-01	RD	1	2016	$161,600	$375,100	$536,700	10:30:20	1050
101382	117 WHIPPLE HILL RD	407/  76/  2000/  / 	$429,100	$471,400	13.31	1010	SINGLE FAM MDL01	RD	1	2016	$246,400	$225,000	$471,400	10:30:22	1051
89	7 HAMILTON LN	201/  63/  /  / 	$484,300	$607,300	57	1010	SINGLE FAM MDL01	LCD	1	2016	$272,500	$334,800	$607,300	10:30:26	1052
224	12 PELTON LN	401/  28/  /  / 	$389,900	$389,900	5.97	1010	SINGLE FAM MDL01	RD	1	2016	$222,000	$167,900	$389,900	10:30:30	1053
272	30 WILMOTT WY (LAND ONLY)	401/  62/  /  / 	$9,000	$9,000	1.3	9035	TOWN-PROP	RD	1	2016	$0	$9,000	$9,000	10:30:34	1054
401	187 RIVER RD	402/  103/  /  / 	$1,058,500	$1,058,500	44	9010	STATE NH	RD	1	2016	$0	$1,058,500	$1,058,500	10:30:38	1055
518	120 NORTH THETFORD RD	404/  43/  /  / 	$452,800	$452,800	7.1	1010	SINGLE FAM MDL01	RD	1	2016	$275,100	$177,700	$452,800	10:30:41	1056
1289	370 DORCHESTER RD	414/  49/  /  / 	$2,600	$165,300	88.17	6212	HWMR-2	RD	1	2016	$0	$165,300	$165,300	10:30:45	1057
100103	188 GOOSE POND RD	410/  72/  /  / 	$327,700	$434,300	19.5	1010	SINGLE FAM MDL01	RD	1	2016	$243,600	$190,700	$434,300	10:30:47	1058
